gvkey,CUSIP,earningsdate,,permno,ticker,ret_1day,ret_1daypost,ret_5day,ret_3day,ret_2day,yq,,,,,,,
005878,45230810,23oct2020,2020,56573,ITW,1.0208707,0.98523539,-0.005567358,-0.004983646,0.005797911,2020q4,,,,,,,
005878,45230810,05feb2021,2021,56573,ITW,1.0199548,1.000358,0.009628432,0.007039676,0.020319825,2021q1,,,,,,,
005878,45230810,30apr2021,2021,56573,ITW,1.0066649,1.0114006,0.03573313,0.017951572,0.018141454,2021q2,,,,,,,
005878,45230810,30jul2021,2021,56573,ITW,0.99805504,0.99614412,0.007686525,0.001000638,-0.005793347,2021q3,,,,,,,
005878,45230810,28oct2021,2021,56573,ITW,1.0082839,1.004898,0.01608466,0.013709397,0.013222469,2021q4,,,,,,,
005878,45230810,03feb2022,2022,56573,ITW,1.0465546,0.94086248,-0.029717712,-0.007628812,-0.015336048,2022q1,,,,,,,
005878,45230810,03may2022,2022,56573,ITW,1.0158399,1.015161,0.068789825,0.040261451,0.031241231,2022q2,,,,,,,
005878,45230810,02aug2022,2022,56573,ITW,0.99342805,1.0027958,0.007840886,-0.003614761,-0.003794554,2022q3,,,,,,,
005878,45230810,25oct2022,2022,56573,ITW,1.0070611,1.0127838,0.052759677,0.03796478,0.019935189,2022q4,,,,,,,
005878,45230810,02feb2023,2023,56573,ITW,1.0320781,0.99542516,-0.004359418,0.031192189,0.027356591,2023q1,,,,,,,
005878,45230810,02may2023,2023,56573,ITW,0.965801,0.99584526,-0.041434981,-0.022200102,-0.038211655,2023q2,,,,,,,
005878,45230810,01aug2023,2023,56573,ITW,0.9601115,1.0071191,-0.030620348,-0.023812057,-0.033053458,2023q3,,,,,,,
005878,45230810,24oct2023,2023,56573,ITW,0.99579191,1.0277175,0.023442242,0.020794492,0.023392789,2023q4,,,,,,,
005878,45230810,01feb2024,2024,56573,ITW,0.96712881,0.99442774,-0.040831957,-0.040830746,-0.038260274,2024q1,,,,,,,
005878,45230810,30apr2024,2024,56573,ITW,0.99563694,0.99464053,-0.024147607,-0.009540539,-0.009699141,2024q2,,,,,,,
005878,45230810,30jul2024,2024,56573,ITW,1.009344,0.97728211,0.010067424,-0.011083798,-0.013586249,2024q3,,,,,,,
005878,45230810,30oct2024,2024,56573,ITW,1.0354911,1.0049223,0.044938561,0.036063865,0.040587988,2024q4,,,,,,,
138205,45232710,28apr2010,2010,88446,ILMN,1.0139852,1.116006,0.14389819,0.15921389,0.13161358,2010q2,,,,,,,
138205,45232710,27jul2010,2010,88446,ILMN,0.96768665,1.0750792,0.053848021,0.034376118,0.04033979,2010q3,,,,,,,
138205,45232710,26oct2010,2010,88446,ILMN,1.008822,1.0664337,0.063809961,0.078599438,0.075841703,2010q4,,,,,,,
138205,45232710,08feb2011,2011,88446,ILMN,0.98169231,0.99191284,0.020792998,-0.030702628,-0.026246825,2011q1,,,,,,,
138205,45232710,26apr2011,2011,88446,ILMN,0.99371409,1.0021273,-0.001712017,-0.000326157,-0.004171961,2011q2,,,,,,,
138205,45232710,26jul2011,2011,88446,ILMN,0.96828699,0.84476584,-0.12254941,-0.20105316,-0.18202424,2011q3,,,,,,,
138205,45232710,25oct2011,2011,88446,ILMN,1.0922618,0.962506,0.12534161,0.087927014,0.051308453,2011q4,,,,,,,
138205,45232710,07feb2012,2012,88446,ILMN,0.9953351,1.0044746,0.044413909,0.003283853,-0.000211105,2012q1,,,,,,,
138205,45232710,23apr2012,2012,88446,ILMN,0.99917233,0.98764187,0.000225097,-0.008066593,-0.013175569,2012q2,,,,,,,
138205,45232710,24jul2012,2012,88446,ILMN,0.97793555,1.003621,-0.024733678,-0.004869991,-0.018523334,2012q3,,,,,,,
138205,45232710,23oct2012,2012,88446,ILMN,0.9822529,1.023192,0.041022815,0.003547759,0.005033319,2012q4,,,,,,,
138205,45232710,28jan2013,2013,88446,ILMN,0.99286354,0.9688589,-0.009214412,-0.022148825,-0.038055371,2013q1,,,,,,,
138205,45232710,22apr2013,2013,88446,ILMN,0.97842938,1.1226577,0.077492788,0.083480395,0.098441251,2013q2,,,,,,,
138205,45232710,23jul2013,2013,88446,ILMN,0.98832101,1.1106552,0.094509885,0.10081214,0.097683832,2013q3,,,,,,,
138205,45232710,21oct2013,2013,88446,ILMN,1.0039113,1.09586,0.11797631,0.083533779,0.10014626,2013q4,,,,,,,
138205,45232710,28jan2014,2014,88446,ILMN,1.0232236,1.0247368,0.10055374,0.067818187,0.048534937,2014q1,,,,,,,
138205,45232710,22apr2014,2014,88446,ILMN,1.0423757,1.0413446,0.035046082,0.12785053,0.085472383,2014q2,,,,,,,
138205,45232710,23jul2014,2014,88446,ILMN,1.0227162,0.95081884,-0.057283442,-0.030224465,-0.027582195,2014q3,,,,,,,
138205,45232710,20oct2014,2014,88446,ILMN,0.98808777,1.072458,0.11286688,0.07917545,0.059682742,2014q4,,,,,,,
138205,45232710,27jan2015,2015,88446,ILMN,1.0177929,0.98754573,0.013914688,0.02373489,0.005117115,2015q1,,,,,,,
138205,45232710,21apr2015,2015,88446,ILMN,1.0327421,0.94934785,-0.02404841,-0.017127654,-0.019568471,2015q2,,,,,,,
138205,45232710,21jul2015,2015,88446,ILMN,0.99373037,0.91795188,-0.056191351,-0.085699759,-0.087803334,2015q3,,,,,,,
138205,45232710,20oct2015,2015,88446,ILMN,0.98503286,0.97404754,-0.031134713,-0.057381533,-0.040531177,2015q4,,,,,,,
138205,45232710,02feb2016,2016,88446,ILMN,0.99309319,0.96064895,-0.11115628,-0.039671794,-0.045986075,2016q1,,,,,,,
138205,45232710,03may2016,2016,88446,ILMN,0.99439985,1.0160475,0.050283607,0.01051545,0.010357424,2016q2,,,,,,,
138205,45232710,26jul2016,2016,88446,ILMN,0.99480212,1.0821881,0.1016598,0.079101682,0.076563105,2016q3,,,,,,,
138205,45232710,01nov2016,2016,88446,ILMN,1.0314516,0.98015314,-0.010006535,-0.00761286,0.010980477,2016q4,,,,,,,
138205,45232710,31jan2017,2017,88446,ILMN,1.0043092,1.0089624,0.004722158,0.009698049,0.013310256,2017q1,,,,,,,
138205,45232710,25apr2017,2017,88446,ILMN,1.0012538,1.0170751,0.040230222,0.035924111,0.018350409,2017q2,,,,,,,
138205,45232710,01aug2017,2017,88446,ILMN,0.98872453,1.149277,0.11116241,0.13034348,0.13631833,2017q3,,,,,,,
138205,45232710,24oct2017,2017,88446,ILMN,0.99489391,0.97708917,-0.000153391,-0.016012557,-0.027899968,2017q4,,,,,,,
138205,45232710,30jan2018,2018,88446,ILMN,1.0077134,0.96444219,-0.065057009,-0.033505991,-0.028118595,2018q1,,,,,,,
138205,45232710,24apr2018,2018,88446,ILMN,0.98147845,0.96857685,0.001353184,-0.044080827,-0.049362715,2018q2,,,,,,,
138205,45232710,30jul2018,2018,88446,ILMN,0.96603113,1.115886,0.072083533,0.050104924,0.077980593,2018q3,,,,,,,
138205,45232710,23oct2018,2018,88446,ILMN,0.99516487,0.95319033,-0.018053925,-0.035205249,-0.051418476,2018q4,,,,,,,
138205,45232710,29jan2019,2019,88446,ILMN,0.99250567,0.9411571,-0.05399704,-0.079538152,-0.06589628,2019q1,,,,,,,
138205,45232710,25apr2019,2019,88446,ILMN,1.0163441,0.97846609,-0.034853917,-0.026768172,-0.005541773,2019q2,,,,,,,
138205,45232710,29jul2019,2019,88446,ILMN,1.0143417,0.98666012,0.026254734,0.001209714,0.000810559,2019q3,,,,,,,
138205,45232710,24oct2019,2019,88446,ILMN,1.0069582,0.91713321,-0.03663506,-0.068102032,-0.076485194,2019q4,,,,,,,
138205,45232710,29jan2020,2020,88446,ILMN,0.99804181,0.94200134,-0.067293704,-0.067803793,-0.059843261,2020q1,,,,,,,
138205,45232710,30apr2020,2020,88446,ILMN,1.0180531,0.98682219,-0.011970486,-0.012643812,0.004637374,2020q2,,,,,,,
138205,45232710,06aug2020,2020,88446,ILMN,0.99182796,0.89039803,-0.13921365,-0.10768764,-0.11687833,2020q3,,,,,,,
138205,45232710,29oct2020,2020,88446,ILMN,1.0063502,0.9426136,-0.072256714,-0.055806752,-0.051400628,2020q4,,,,,,,
138205,45232710,11feb2021,2021,88446,ILMN,1.0008264,1.1139854,0.088558964,0.10786401,0.11490598,2021q1,,,,,,,
138205,45232710,27apr2021,2021,88446,ILMN,0.98310047,0.98048943,-0.053060401,-0.026864691,-0.036080401,2021q2,,,,,,,
138205,45232710,05aug2021,2021,88446,ILMN,1.0147846,0.96341676,0.011650437,-0.006340823,-0.022339558,2021q3,,,,,,,
138205,45232710,04nov2021,2021,88446,ILMN,1.0024352,0.96353954,-0.065055639,-0.035718229,-0.034114074,2021q4,,,,,,,
138205,45232710,10feb2022,2022,88446,ILMN,0.98970705,0.9417671,-0.029107561,-0.04868257,-0.067926496,2022q1,,,,,,,
138205,45232710,05may2022,2022,88446,ILMN,0.9844085,0.86212558,-0.22616242,-0.15536486,-0.15131627,2022q2,,,,,,,
138205,45232710,11aug2022,2022,88446,ILMN,1.0008403,0.89909935,-0.021128966,-0.068129413,-0.10014512,2022q3,,,,,,,
138205,45232710,03nov2022,2022,88446,ILMN,1.0133973,1.0454258,0.003300087,0.046591353,0.059431661,2022q4,,,,,,,
138205,45232710,07feb2023,2023,88446,ILMN,1.0222675,0.93046284,-0.068757907,-0.06663093,-0.048818123,2023q1,,,,,,,
138205,45232710,25apr2023,2023,88446,ILMN,0.97138274,0.9687438,-0.1015863,-0.05359197,-0.05897902,2023q2,,,,,,,
138205,45232710,09aug2023,2023,88446,ILMN,0.99748629,1.0033225,-0.057087958,-0.000106245,0.000800436,2023q3,,,,,,,
138205,45232710,09nov2023,2023,88446,ILMN,0.97483802,0.9055509,-0.17190857,-0.14616887,-0.11723458,2023q4,,,,,,,
138205,45232710,08feb2024,2024,88446,ILMN,1.0003624,0.9553147,-0.076779589,-0.063675657,-0.044339068,2024q1,,,,,,,
138205,45232710,02may2024,2024,88446,ILMN,0.98428774,0.93969679,-0.11186027,-0.060801204,-0.075068012,2024q2,,,,,,,
138205,45232710,06aug2024,2024,88446,ILMN,0.99757099,1.0481299,0.049122382,0.055642769,0.045583948,2024q3,,,,,,,
138205,45232710,04nov2024,2024,88446,ILMN,1.0266308,0.99694616,0.025806647,0.059630055,0.023495562,2024q4,,,,,,,
024234,45246520,16mar2010,2010,77007,VVTV,0.87034822,1.0345018,-0.25517499,-0.10798834,-0.099623196,2010q1,,,,,,,
024234,45246520,19may2010,2010,77007,VVTV,0.76483423,1.020072,-0.20938933,-0.26229998,-0.21981403,2010q2,,,,,,,
024234,45246520,18aug2010,2010,77007,VVTV,1.3951854,1.0255924,0.23691033,0.41996562,0.43089157,2010q3,,,,,,,
024234,45246520,08nov2010,2010,77007,VVTV,1.009457,1.084734,0.33767927,0.076730385,0.094992206,2010q4,,,,,,,
024234,45246520,17mar2011,2011,77007,VVTV,0.91901952,1.0136014,-0.049350347,-0.054310415,-0.068480529,2011q1,,,,,,,
024234,45246520,11may2011,2011,77007,VVTV,1.0068651,1.0190723,-0.043602601,0.034167081,0.026068429,2011q2,,,,,,,
024234,45246520,16aug2011,2011,77007,VVTV,0.72243679,0.99645662,-0.37608951,-0.3295835,-0.28012308,2011q3,,,,,,,
024234,45246520,16nov2011,2011,77007,VVTV,1.0550995,0.98424572,-0.11204938,-0.077493191,0.03847719,2011q4,,,,,,,
024234,45246520,15mar2012,2012,77007,VVTV,0.98804986,1.0915681,0.24869132,0.027148899,0.078523733,2012q1,,,,,,,
024234,45246520,16may2012,2012,77007,VVTV,1.0179148,1.0543122,0.011373209,0.045922685,0.073200054,2012q2,,,,,,,
024234,45246520,15aug2012,2012,77007,VVTV,1.0612125,1.0139524,0.12899305,0.057593569,0.076019011,2012q3,,,,,,,
024234,45246520,14nov2012,2012,77007,VVTV,1.014701,0.95190483,-0.24488926,-0.17643806,-0.034101181,2012q4,,,,,,,
024234,45246520,06mar2013,2013,77007,VVTV,1.0246593,1.1551816,0.2546837,0.18175684,0.18366756,2013q1,,,,,,,
024234,45246520,22may2013,2013,77007,VVTV,1.0510932,1.1118984,0.26299801,0.19473876,0.16870888,2013q2,,,,,,,
024234,45246520,21aug2013,2013,77007,VVTV,1.0235282,0.83728826,-0.089905374,-0.097459234,-0.14301184,2013q3,,,,,,,
024234,45246520,20nov2013,2013,77007,VVTV,1.0032941,0.99896127,0.053563781,0.00372144,0.00225199,2013q4,,,,,,,
024234,45246520,05mar2014,2014,77007,VVTV,1.0155443,1.0434947,0.087383904,0.12829895,0.05971504,2014q1,,,,,,,
024234,45246520,21may2014,2014,77007,VVTV,0.96269846,0.88561928,-0.13125119,-0.1773002,-0.14741571,2014q2,,,,,,,
024234,45246520,20aug2014,2014,77007,VVTV,0.93613917,0.99328369,-0.10798069,-0.065158449,-0.0701482,2014q3,,,,,,,
024234,45246520,18nov2014,2014,77007,VVTV,1.0554307,1.0293998,0.046436295,0.040114254,0.086460114,2014q4,,,,,,,
024234,45246520,18mar2015,2015,77007,EVLV,1.1170081,0.94815034,0.080573007,0.079495139,0.059091587,2015q1,,,,,,,
024234,45246520,20may2015,2015,77007,EVLV,0.64863014,1.0824666,-0.37142038,-0.31750989,-0.29787958,2015q2,,,,,,,
024234,45246520,26aug2015,2015,77007,EVLV,1.1039679,1.1549617,0.2786147,0.24420345,0.27504069,2015q3,,,,,,,
024234,45246520,24nov2015,2015,77007,EVLV,0.76594955,1.0146962,-0.23168392,-0.20943016,-0.22279389,2015q4,,,,,,,
024234,45246520,23mar2016,2016,77007,EVLV,1.080775,0.9828214,0.27186131,0.029427167,0.062208828,2016q1,,,,,,,
024234,45246520,25may2016,2016,77007,EVLV,1.0388325,1.0516284,0.29360402,0.20998879,0.092465691,2016q2,,,,,,,
024234,45246520,24aug2016,2016,77007,EVLV,0.99454117,0.99486107,0.067198336,0.034318622,-0.010569718,2016q3,,,,,,,
024234,45246520,22nov2016,2016,77007,EVLV,0.87020129,0.91303599,-0.2169598,-0.20029743,-0.2054749,2016q4,,,,,,,
024234,45246520,22mar2017,2017,77007,EVLV,1.0142049,1.0274029,0.028456613,0.008445646,0.041996963,2017q1,,,,,,,
024234,45246520,23may2017,2017,77007,EVLV,0.98992747,1.0320808,0.11373293,0.016174281,0.021685127,2017q2,,,,,,,
024234,45246520,23aug2017,2017,77007,EVLV,0.91385978,1.0209619,-0.061979711,-0.041774441,-0.06698402,2017q3,,,,,,,
024234,45246520,21nov2017,2017,77007,EVLV,1.0325208,1.0301397,0.15783226,0.0373624,0.063640565,2017q4,,,,,,,
024234,45246520,14mar2018,2018,77007,EVLV,0.87659067,0.95633113,-0.13910523,-0.11424077,-0.16168904,2018q1,,,,,,,
024234,45246520,30may2018,2018,77007,EVLV,0.98690367,1.0695529,0.015032442,0.047367394,0.055545654,2018q2,,,,,,,
024234,45246520,29aug2018,2018,77007,EVLV,0.97931331,0.99655443,-0.006641142,-0.024066839,-0.024060978,2018q3,,,,,,,
024234,45246520,28nov2018,2018,77007,EVLV,0.60750401,1.0436465,-0.46566683,-0.34119648,-0.3659806,2018q4,,,,,,,
024234,45246520,27mar2019,2019,77007,EVLV,1.1752959,0.91078234,0.25423643,0.17963494,0.07043881,2019q1,,,,,,,
024234,45246520,29may2019,2019,77007,EVLV,0.96244603,1.0567442,0.030842632,0.01795548,0.017059358,2019q2,,,,,,,
024234,45246520,28aug2019,2019,77007,IMBI,0.94980776,1.1434656,0.23666956,0.10791972,0.086072564,2019q3,,,,,,,
024234,45246520,20nov2019,2019,77007,IMBI,0.75680804,1.124157,-0.21800022,-0.17477122,-0.14922896,2019q4,,,,,,,
024234,45246520,18aug2020,2020,77007,IMBI,1.1993062,1.0790817,0.58436573,0.44202626,0.29414931,2020q3,,,,,,,
024234,45246520,24nov2020,2020,77007,IMBI,0.76037854,1.0048137,-0.18501665,-0.16738683,-0.2359612,2020q4,,,,,,,
024234,45246520,23mar2021,2021,77007,IMBI,0.95947886,1.0020142,-0.061873276,0.020975947,-0.038588535,2021q1,,,,,,,
024234,45246520,25may2021,2021,77007,IMBI,1.0862755,1.0445327,0.29417267,0.17818731,0.13465013,2021q2,,,,,,,
024234,45246520,24aug2021,2021,77007,IMBI,0.92012465,1.0301402,-0.048669286,-0.03859986,-0.05214268,2021q3,,,,,,,
024234,45246520,17nov2021,2021,77007,IMBI,1.1503079,1.0563101,0.20362623,0.24252601,0.21508178,2021q4,,,,,,,
024234,45246520,22mar2022,2022,77007,IMBI,0.90792733,1.0069344,-0.098341174,-0.077216297,-0.085776739,2022q1,,,,,,,
024234,45246520,24may2022,2022,77007,IMBI,0.8496294,1.0178709,-0.12969567,-0.153566,-0.13518691,2022q2,,,,,,,
024234,45246520,24aug2022,2022,77007,IMBI,0.92116278,1.1191255,-0.083731614,-0.047996454,0.030896813,2022q3,,,,,,,
024234,45246520,22nov2022,2022,77007,IMBI,0.93075877,1.0654097,-0.067923442,0.030383805,-0.008360561,2022q4,,,,,,,
024234,45246520,12apr2023,2023,77007,IMBI,0.80974579,0.79862905,-0.21889573,-0.30058411,-0.35331348,2023q2,,,,,,,
039203,45250K10,19aug2021,2021,21731,IMGO,1.0042706,1.0138997,0.075051904,0.037069377,0.018229604,2021q3,,,,,,,
039203,45250K10,10nov2021,2021,21731,IMGO,0.98195028,1.0910865,-0.090138212,-0.009923385,0.071392745,2021q4,,,,,,,
039203,45250K10,24mar2022,2022,21731,IMGO,1.0237654,1.113548,0.154227,0.16164587,0.1400121,2022q1,,,,,,,
039203,45250K10,12may2022,2022,21731,IMGO,1.0143676,1.036104,0.083323196,-0.025517765,0.050990243,2022q2,,,,,,,
039203,45250K10,12aug2022,2022,21731,IMGO,1.0536975,1.0571084,0.14495032,0.14895198,0.11387257,2022q3,,,,,,,
039203,45250K10,09nov2022,2022,21731,IMGO,1.1227543,0.93061066,0.10893755,0.035295516,0.044847194,2022q4,,,,,,,
126318,45252110,06may2010,2010,87394,IMMR,0.98049736,0.96683943,0.034259446,-0.027158005,-0.052016489,2010q2,,,,,,,
126318,45252110,05aug2010,2010,87394,IMMR,0.96469533,0.98390657,-0.026344668,-0.052993231,-0.050829932,2010q3,,,,,,,
126318,45252110,04nov2010,2010,87394,IMMR,0.97347581,0.8911553,-0.098979443,-0.12677568,-0.13248186,2010q4,,,,,,,
126318,45252110,10mar2011,2011,87394,IMMR,0.99817371,1.0107223,-0.021885118,-0.000520029,0.008876382,2011q1,,,,,,,
126318,45252110,05may2011,2011,87394,IMMR,1.0266228,1.1233822,0.13527356,0.13353558,0.15328979,2011q2,,,,,,,
126318,45252110,04aug2011,2011,87394,IMMR,0.98684883,0.87539709,-0.17665164,-0.13528311,-0.13611536,2011q3,,,,,,,
126318,45252110,03nov2011,2011,87394,IMMR,1.0545447,0.84760278,-0.1750412,-0.056375362,-0.10616493,2011q4,,,,,,,
126318,45252110,01mar2012,2012,87394,IMMR,0.95159096,1.0258218,0.071958952,-0.004561367,-0.02383724,2012q1,,,,,,,
126318,45252110,03may2012,2012,87394,IMMR,0.98521334,1.0192981,0.068041682,0.022510646,0.004226047,2012q2,,,,,,,
126318,45252110,02aug2012,2012,87394,IMMR,1.0167274,1.0443219,-0.025014376,0.011457972,0.061790746,2012q3,,,,,,,
126318,45252110,01nov2012,2012,87394,IMMR,1.0165638,1.03452,0.11359823,0.081676587,0.051655646,2012q4,,,,,,,
126318,45252110,28feb2013,2013,87394,IMMR,0.97301352,0.97134244,-0.094961129,-0.082673959,-0.054870695,2013q1,,,,,,,
126318,45252110,02may2013,2013,87394,IMMR,1.0610478,1.1168586,0.20734155,0.17075348,0.18504032,2013q2,,,,,,,
126318,45252110,01aug2013,2013,87394,IMMR,1.0309746,0.95254612,-0.030869367,-0.020194583,-0.017949084,2013q3,,,,,,,
126318,45252110,31oct2013,2013,87394,IMMR,1.0003716,1.0779948,0.009015427,0.049348004,0.078395292,2013q4,,,,,,,
126318,45252110,20feb2014,2014,87394,IMMR,1.0270106,1.0340369,0.034249716,0.048110496,0.061966877,2014q1,,,,,,,
126318,45252110,01may2014,2014,87394,IMMR,0.94984508,0.97614169,0.007886514,0.021624189,-0.072816618,2014q2,,,,,,,
126318,45252110,31jul2014,2014,87394,IMMR,1.003497,0.77267289,-0.1835537,-0.196648,-0.22462507,2014q3,,,,,,,
126318,45252110,30oct2014,2014,87394,IMMR,1.0093671,0.98139727,0.036113732,-0.003617358,-0.009409908,2014q4,,,,,,,
126318,45252110,26feb2015,2015,87394,IMMR,1.011041,0.9814288,-0.041029703,-0.011949471,-0.007735224,2015q1,,,,,,,
126318,45252110,30apr2015,2015,87394,IMMR,0.98899591,1.0498055,0.13839561,0.11562622,0.038253367,2015q2,,,,,,,
126318,45252110,31jul2015,2015,87394,IMMR,1.1907032,0.94973516,0.086351596,0.1192578,0.1308527,2015q3,,,,,,,
126318,45252110,29oct2015,2015,87394,IMMR,0.96173543,1.1691742,0.22700992,0.15968502,0.12443624,2015q4,,,,,,,
126318,45252110,25feb2016,2016,87394,IMMR,0.99154001,1.1633765,0.13377371,0.1568211,0.15353426,2016q1,,,,,,,
126318,45252110,05may2016,2016,87394,IMMR,1.0258315,0.93320721,-0.11292451,-0.048778962,-0.042686675,2016q2,,,,,,,
126318,45252110,04aug2016,2016,87394,IMMR,0.99520189,0.84927577,-0.16156599,-0.15399155,-0.15479916,2016q3,,,,,,,
126318,45252110,03nov2016,2016,87394,IMMR,0.92591697,1.1775444,0.10236432,0.063024066,0.090308383,2016q4,,,,,,,
126318,45252110,02mar2017,2017,87394,IMMR,0.96560591,0.80167502,-0.24962309,-0.22066365,-0.22589789,2017q1,,,,,,,
126318,45252110,04may2017,2017,87394,IMMR,0.99858141,0.89079797,-0.08952751,-0.10326748,-0.1104657,2017q2,,,,,,,
126318,45252110,03aug2017,2017,87394,IMMR,0.97111702,0.8179639,-0.20852028,-0.20487572,-0.20566136,2017q3,,,,,,,
126318,45252110,02nov2017,2017,87394,IMMR,0.92031479,1.0340836,-0.21497662,-0.065518834,-0.048317615,2017q4,,,,,,,
126318,45252110,22feb2018,2018,87394,IMMR,1.045689,1.068359,0.17827964,0.14833856,0.1171713,2018q1,,,,,,,
126318,45252110,10may2018,2018,87394,IMMR,1.0018444,1.0787623,0.17707208,0.093582369,0.080752023,2018q2,,,,,,,
126318,45252110,02aug2018,2018,87394,IMMR,1.0197054,0.75428009,-0.20523761,-0.23862502,-0.23085648,2018q3,,,,,,,
126318,45252110,01nov2018,2018,87394,IMMR,1.0259497,0.98458636,-0.043054275,0.036173984,0.010136115,2018q4,,,,,,,
126318,45252110,26feb2019,2019,87394,IMMR,0.97614098,0.9495495,-0.096959606,-0.070586413,-0.073105805,2019q1,,,,,,,
126318,45252110,10may2019,2019,87394,IMMR,0.9854629,0.91188157,-0.15009247,-0.061449796,-0.10137454,2019q2,,,,,,,
126318,45252110,01aug2019,2019,87394,IMMR,1.0005121,1.0216066,0.027611861,0.046507426,0.02212966,2019q3,,,,,,,
126318,45252110,06nov2019,2019,87394,IMMR,1.0027612,0.92729133,-0.078155413,-0.059423167,-0.070148207,2019q4,,,,,,,
126318,45252110,05mar2020,2020,87394,IMMR,0.98384732,0.8634041,-0.19355187,-0.15335007,-0.15054223,2020q1,,,,,,,
126318,45252110,07may2020,2020,87394,IMMR,0.98524517,0.99215585,-0.035191104,-0.013952412,-0.022483226,2020q2,,,,,,,
126318,45252110,06aug2020,2020,87394,IMMR,0.98959112,1.1473683,0.21342805,0.14010176,0.13542546,2020q3,,,,,,,
126318,45252110,05nov2020,2020,87394,IMMR,1.0144455,0.95387095,0.024192978,0.028856037,-0.032349881,2020q4,,,,,,,
126318,45252110,04mar2021,2021,87394,IMMR,0.98362368,0.98262781,0.007530917,-0.048411481,-0.033464044,2021q1,,,,,,,
126318,45252110,06may2021,2021,87394,IMMR,0.95674527,0.94890308,-0.12720399,-0.091036364,-0.092141472,2021q2,,,,,,,
126318,45252110,16aug2021,2021,87394,IMMR,0.99946374,0.90008634,-0.077384345,-0.12244182,-0.10039636,2021q3,,,,,,,
126318,45252110,03nov2021,2021,87394,IMMR,1.0085891,0.75487763,-0.22008762,-0.21860084,-0.23863862,2021q4,,,,,,,
126318,45252110,24feb2022,2022,87394,IMMR,1.0137681,1.0317088,0.12325465,0.060376931,0.045913495,2022q1,,,,,,,
126318,45252110,12may2022,2022,87394,IMMR,1.0030553,1.1689467,0.24819569,0.1768821,0.17251825,2022q2,,,,,,,
126318,45252110,15aug2022,2022,87394,IMMR,1.0261565,0.87971544,-0.083923154,-0.10629739,-0.097274274,2022q3,,,,,,,
126318,45252110,14nov2022,2022,87394,IMMR,1.2454419,0.99129474,0.34634265,0.25142187,0.23459999,2022q4,,,,,,,
126318,45252110,22feb2023,2023,87394,IMMR,1.0526903,1.058778,0.10592955,0.08670333,0.11456528,2023q1,,,,,,,
126318,45252110,10may2023,2023,87394,IMMR,0.96670645,0.96388382,0.013483309,-0.042002354,-0.068207256,2023q2,,,,,,,
126318,45252110,11aug2023,2023,87394,IMMR,1.027495,1.0463046,0.074974708,0.06865897,0.075072847,2023q3,,,,,,,
126318,45252110,13nov2023,2023,87394,IMMR,0.93624693,0.9532795,-0.073356763,-0.11729224,-0.10749499,2023q4,,,,,,,
126318,45252110,07mar2024,2024,87394,IMMR,0.99157691,1.0808886,0.14754562,0.075235128,0.071784243,2024q1,,,,,,,
126318,45252110,08may2024,2024,87394,IMMR,1.0200164,1.0700188,0.13900304,0.096368499,0.091436759,2024q2,,,,,,,
126318,45252110,19aug2024,2024,87394,IMMR,0.97819698,0.94058377,-0.11019298,-0.059352815,-0.079923816,2024q3,,,,,,,
126318,45252110,16dec2024,2024,87394,IMMR,1.0592105,1.0109712,0.019122561,0.076949798,0.070831232,2024q4,,,,,,,
013235,45252530,06may2010,2010,11292,ICCC,0.98870635,1.041647,0.012011043,0.022711653,0.029883003,2010q2,,,,,,,
013235,45252530,05aug2010,2010,11292,ICCC,0.98221534,1.0115112,-0.006886304,0.011543702,-0.006478231,2010q3,,,,,,,
013235,45252530,08nov2010,2010,11292,ICCC,0.96576613,0.98197269,-0.093268827,-0.046278134,-0.051644046,2010q4,,,,,,,
013235,45252530,09feb2011,2011,11292,ICCC,1.0632721,0.9267444,0.085230738,0.022483714,-0.014618558,2011q1,,,,,,,
013235,45252530,16may2011,2011,11292,ICCC,0.95798582,0.98064578,0.030093497,-0.027477164,-0.060555268,2011q2,,,,,,,
013235,45252530,15aug2011,2011,11292,ICCC,0.94248265,1.0288624,-0.10363008,-0.055389352,-0.03031501,2011q3,,,,,,,
013235,45252530,14nov2011,2011,11292,ICCC,0.94306248,0.95516229,-0.082561001,-0.14517282,-0.09922231,2011q4,,,,,,,
013235,45252530,13feb2012,2012,11292,ICCC,0.91412693,1.0653824,-0.067233138,-0.036663897,-0.026105274,2012q1,,,,,,,
013235,45252530,14may2012,2012,11292,ICCC,1.0121741,1.0060297,0.007083745,0.021094644,0.01827728,2012q2,,,,,,,
013235,45252530,13aug2012,2012,11292,ICCC,0.96783352,1.0115219,-0.010569634,0.009787983,-0.021015158,2012q3,,,,,,,
013235,45252530,07nov2012,2012,11292,ICCC,0.96247637,0.93127888,0.010050545,-0.01510099,-0.10366605,2012q4,,,,,,,
013235,45252530,14feb2013,2013,11292,ICCC,1.0601577,1.0687023,0.021367816,0.085149892,0.13299289,2013q1,,,,,,,
013235,45252530,14may2013,2013,11292,ICCC,1.0053568,0.98156226,-0.003714121,-0.012560933,-0.013179787,2013q2,,,,,,,
013235,45252530,12aug2013,2013,11292,ICCC,1.0442609,1.0069346,0.092552222,0.053517018,0.051502477,2013q3,,,,,,,
013235,45252530,12nov2013,2013,11292,ICCC,0.96334738,0.98433852,-0.015282094,-0.038798783,-0.051740058,2013q4,,,,,,,
