gvkey,CUSIP,ticker,CIK,CoName,cik_source
28462,52989810,LBY,,,not_found
32280,85571Q10,LCAPA,1507934.0,STARZ,cusip_link
61900,50180330,LCAV,,,not_found
1382,90341W10,LCC,701345.0,US AIRWAYS GROUP INC,cusip_link
22632,51601220,LCI,,,not_found
4077,51807U10,LCRD,30140.0,LASERCARD CORP,cusip_link
61398,52324W10,LCRY,943580.0,LECROY CORP,cusip_link
24099,53222Q10,LCUT,874396.0,LIFETIME BRANDS INC,cusip_link
6845,55081910,LDL,,,not_found
14169,51476K10,LDR,825410.0,LANDAUER INC,cusip_link
18625,50185U10,LDRH,1348324.0,LDR HOLDING CORP,cusip_link
66300,50575420,LDSH,,,not_found
19581,51509F10,LE,799288.0,LANDS' END INC,cusip_link
16477,52186520,LEA,842162.0,LEAR CORP,ticker_fallback
114484,52186330,LEAP,,,not_found
6737,53390010,LECO,59527.0,LINCOLN ELECTRIC HOLDINGS INC,ticker_fallback
161814,57056R10,LEDR,1298978.0,MARKET LEADER INC,cusip_link
185380,81664520,LEDS,1333822.0,SemiLEDs Corp,ticker_fallback
6639,52376840,LEE,58361.0,"LEE ENTERPRISES, Inc",ticker_fallback
6649,52466010,LEG,58492.0,LEGGETT & PLATT INC,ticker_fallback
33733,52472M10,LEGH,1436208.0,Legacy Housing Corp,cusip_link
108319,13200M60,LEI,,,not_found
6669,52605710,LEN,920760.0,LENNAR CORP /NEW/,ticker_fallback
16476,52736R10,LEVI,94845.0,LEVI STRAUSS & CO,cusip_link
19168,24549610,LEVY,,,not_found
27054,53046P10,LEXEA,1669600.0,Liberty Expedia Holdings Inc,cusip_link
148410,52186N10,LF,1138951.0,LEAPFROG ENTERPRISES INC,cusip_link
37164,03940F10,LFG,,,not_found
25472,53216B10,LFMD,948320.0,LifeMD Inc,cusip_link
38834,53228F10,LFST,1845257.0,LifeStance Health Group Inc,cusip_link
25747,53700810,LFUS,889331.0,LITTELFUSE INC /DE,ticker_fallback
25027,53222K20,LFVN,849146.0,Lifevantage Corp,cusip_link
6547,84857L10,LG,1126956.0,SPIRE INC,cusip_link
166436,52470610,LGCY,1836754.0,Legacy Education Inc.,ticker_fallback
18629,50187T10,LGIH,1580670.0,LGI HOMES INC,cusip_link
6848,50186A10,LGL,61004.0,LGL GROUP INC,cusip_link
25937,53220K50,LGND,886163.0,LIGAND PHARMACEUTICALS INC,ticker_fallback
15212,22758A10,LGP,1538849.0,CrossAmerica Partners LP,cusip_link
37807,54303L20,LGVN,1721484.0,Longeveron Inc.,ticker_fallback
14960,50492210,LH,920148.0,LABCORP HOLDINGS INC.,ticker_fallback
162404,50187A10,LHCG,1303313.0,LHC GROUP INC,cusip_link
37840,54948U10,LHDX,1652724.0,Lucira Health Inc,cusip_link
39448,00818320,LIDR,1818644.0,AEye Inc,cusip_link
332179,53220610,LIF,1581760.0,"Life360, Inc.",ticker_fallback
23627,00212020,LIFE,1339970.0,aTYR PHARMA INC,cusip_link
118577,53217V10,LIFE,1073431.0,LIFE TECHNOLOGIES CORP,cusip_link
122380,52610710,LII,1069202.0,LENNOX INTERNATIONAL INC,ticker_fallback
148531,53277110,LIN,1707925.0,LINDE PLC,ticker_fallback
163668,53353510,LINC,1286613.0,LINCOLN EDUCATIONAL SERVICES CORP,ticker_fallback
24351,53521910,LIND,1512499.0,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",ticker_fallback
123016,53625210,LIOX,,,not_found
41448,53630L20,LIPO,1347242.0,LIPELLA PHARMACEUTICALS INC.,ticker_fallback
17810,53633A10,LIQD,1562594.0,LIQUID HOLDINGS GROUP INC,cusip_link
188355,53632A30,LIQT,1307579.0,LIQTECH INTERNATIONAL INC,cusip_link
23249,55024U10,LITE,1633978.0,Lumentum Holdings Inc,cusip_link
66261,53814230,LIVE,1045742.0,LIVE VENTURES Inc,ticker_fallback
182491,53235210,LIWA,,,not_found
178291,53931930,LIXT,1335105.0,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",ticker_fallback
6768,48586510,LIZ,,,not_found
155394,50188920,LKQX,,,not_found
27802,50218P10,LKSD,,,not_found
178806,55003T10,LL,1396033.0,LL Flooring Holdings Inc,cusip_link
38132,88105P10,LLAP,1649015.0,TERRAN ORBITAL Corp,cusip_link
161897,50162D10,LLEN,1137083.0,L & L ENERGY INC,cusip_link
110685,50241310,LLL,,,not_found
177315,53261M20,LLNW,,,not_found
12216,53567810,LLTC,,,not_found
6730,53245710,LLY,59478.0,ELI LILLY & Co,ticker_fallback
174390,52555820,LMAT,1158895.0,LEMAITRE VASCULAR INC,ticker_fallback
24901,50207450,LMFA,1640384.0,"LM FUNDING AMERICA, INC.",ticker_fallback
112034,50207910,LMIA,,,not_found
29962,53274610,LMNR,1342423.0,Limoneira CO,ticker_fallback
133504,55027E10,LMNX,1033905.0,LUMINEX CORP,cusip_link
190959,55028310,LMOS,,,not_found
35358,53952P10,LMPX,1731727.0,LMP Automotive Holdings Inc,cusip_link
6774,53983010,LMT,936468.0,LOCKHEED MARTIN CORP,ticker_fallback
6574,83355110,LNCE,,,not_found
15452,53578210,LNCO,,,not_found
25062,53279110,LNCR,,,not_found
62169,51476610,LNDC,,,not_found
28998,54021110,LNET,,,not_found
29453,16411R20,LNG,3570.0,Cheniere Energy Inc,cusip_link
186342,53578A10,LNKD,1271024.0,LINKEDIN CORP,cusip_link
14954,53555510,LNN,836157.0,LINDSAY CORP,ticker_fallback
36929,52634L10,LNSR,1320350.0,LENSAR Inc,cusip_link
11554,01880210,LNT,352541.0,ALLIANT ENERGY CORP,cusip_link
21004,51654410,LNTH,1521036.0,"Lantheus Holdings, Inc.",ticker_fallback
127282,36846Q20,LNUX,1096199.0,Geeknet Inc,cusip_link
28765,51508L10,LNY,908652.0,LANDRYS SEAFOOD RESTAURANTS INC,cusip_link
147175,54414710,LO,,,not_found
45265,53947R10,LOAR,2000178.0,Loar Holdings Inc,cusip_link
14032,53224V10,LOCK,1383871.0,LIFELOCK INC,cusip_link
37856,53960E20,LOCL,1840780.0,Local Bounti Corporation/DE,ticker_fallback
160798,53954W10,LOCM,1259550.0,LOCAL CORP,cusip_link
21124,26860310,LOCO,1606366.0,"El Pollo Loco Holdings, Inc.",ticker_fallback
14938,54140210,LOGC,2064307.0,ContextLogic Holdings Inc.,ticker_fallback
34266,54142F10,LOGC,1664106.0,LogicBio Therapeutics Inc,cusip_link
179666,54142L10,LOGM,1420302.0,LOGMEIN INC,cusip_link
12789,53945110,LOJN,,,not_found
25332,54351810,LOOP,1504678.0,"Loop Industries, Inc.",ticker_fallback
180083,38526M10,LOPE,1434588.0,GRAND CANYON EDUCATION INC,cusip_link
62640,54388110,LORL,,,not_found
37861,14255210,LOTZ,,,not_found
238157,84651P10,LOV,1314475.0,SPARK NETWORKS INC,cusip_link
33425,54738L10,LOVE,1701758.0,Lovesac Co,cusip_link
6829,54866110,LOW,60667.0,LOWES COMPANIES INC,ticker_fallback
21016,54886210,LOXO,,,not_found
18424,53630X20,LPCN,1535955.0,Lipocine Inc.,ticker_fallback
147898,53630M10,LPDX,1168197.0,LIPOSCIENCE INC,cusip_link
181036,54335410,LPH,,,not_found
187961,51680620,LPI,,,not_found
120297,53219L10,LPNT,1074772.0,LIFEPOINT HOSPITALS INC,cusip_link
186087,54222A10,LPR,1506932.0,LONE PINE RESOURCES INC,cusip_link
36598,68373J10,LPRO,1806201.0,Open Lending Corp,cusip_link
62217,53225780,LPTH,889971.0,LIGHTPATH TECHNOLOGIES INC,ticker_fallback
39874,54352F20,LPTV,1643988.0,Loop Media Inc,cusip_link
29914,52187K20,LPTX,1509745.0,LEAP THERAPEUTICS INC,cusip_link
6821,54634710,LPX,60519.0,LOUISIANA-PACIFIC CORP,ticker_fallback
33810,53635D20,LQDA,1330436.0,Liquidia Technologies Inc,cusip_link
166213,53635B10,LQDT,1235468.0,LIQUIDITY SERVICES INC,cusip_link
22373,36872P10,LRAD,924383.0,Genasys Inc,cusip_link
6565,51280730,LRCX,707549.0,LAM RESEARCH CORP,ticker_fallback
187167,50214A10,LRE,1519632.0,LRR ENERGY LP,cusip_link
36536,51712510,LRMR,1374690.0,"Larimar Therapeutics, Inc.",ticker_fallback
178976,86333M10,LRN,1157408.0,Stride Inc,cusip_link
16597,51841510,LSCC,855658.0,LATTICE SEMICONDUCTOR CORP,ticker_fallback
37713,51509P10,LSEA,,,not_found
36989,50736T10,LSF,1650696.0,Laird Superfood Inc,cusip_link
50260,51216F10,LSH,1996192.0,Lakeside Holding Ltd,ticker_fallback
6529,50216110,LSI,,,not_found
21440,51509810,LSTR,853816.0,LANDSTAR SYSTEM INC,ticker_fallback
183812,53032230,LSTZA,,,not_found
140982,53224K30,LTBR,1084554.0,LIGHTBRIDGE Corp,cusip_link
38953,51818V10,LTCH,1826000.0,Latch Inc,cusip_link
6733,07083010,LTD,701985.0,Bath & Body Works Inc,cusip_link
24175,54261410,LTEA,,,not_found
39648,53190C10,LTH,1869198.0,Life Time Group Holdings Inc,cusip_link
160183,53217R20,LTM,1076195.0,LIFE TIME FITNESS INC,cusip_link
61662,52201510,LTRE,,,not_found
36394,51654W10,LTRN,1763950.0,Lantern Pharma Inc,cusip_link
20699,53146510,LTRPA,,,not_found
138467,51654820,LTRX,1114925.0,LANTRONIX INC,ticker_fallback
6532,98400J10,LTXC,357020.0,Xcerra Corp,cusip_link
6831,54928210,LUB,,,not_found
39728,54948X10,LUCD,1799011.0,Lucid Diagnostics Inc,cusip_link
40414,45791D20,LUCY,1808377.0,Innovative Eyewear Inc,ticker_fallback
6836,54976410,LUFK,,,not_found
178015,55002110,LULU,1397187.0,lululemon athletica inc.,ticker_fallback
36333,55028X10,LUMO,1126234.0,LUMOS PHARMA INC,cusip_link
166583,55035110,LUNA,,,not_found
36260,74584810,LUNG,1127537.0,Pulmonx Corp,ticker_fallback
38258,46125A10,LUNR,1844452.0,Intuitive Machines Inc,cusip_link
9882,84474110,LUV,92380.0,SOUTHWEST AIRLINES CO,ticker_fallback
63424,85849510,LVB,,,not_found
35394,53918310,LVGO,,,not_found
13440,52729N30,LVLT,,,not_found
39053,53838L10,LVOX,1723648.0,LiveVox Holdings Inc,cusip_link
161844,51783410,LVS,1300514.0,LAS VEGAS SANDS CORP,ticker_fallback
36979,53838J10,LVWR,1898795.0,LiveWire Group Inc,cusip_link
28790,51327210,LW,1679273.0,"Lamb Weston Holdings, Inc.",ticker_fallback
15087,53191410,LWAY,814586.0,"Lifeway Foods, Inc.",ticker_fallback
106233,53227510,LWLG,1325964.0,"Lightwave Logic, Inc.",ticker_fallback
144135,52078P10,LWSN,1141517.0,LAWSON SOFTWARE AMERICAS INC,cusip_link
43385,52886X10,LXEO,1907108.0,Lexeo Therapeutics Inc,cusip_link
61552,52977110,LXK,,,not_found
133868,52887230,LXRX,1062822.0,"LEXICON PHARMACEUTICALS, INC.",ticker_fallback
6528,50216010,LXU,60714.0,"LSB INDUSTRIES, INC.",ticker_fallback
34873,55087P10,LYFT,1759509.0,Lyft Inc,cusip_link
39962,54911Q10,LYLT,1870997.0,Loyalty Ventures Inc,cusip_link
6527,50216C10,LYTS,763532.0,LSI INDUSTRIES INC,cusip_link
165746,53803410,LYV,1335258.0,"Live Nation Entertainment, Inc.",ticker_fallback
39225,52466B10,LZ,1286139.0,LEGALZOOMCOM INC,cusip_link
6830,54927110,LZ,1286139.0,"LEGALZOOM.COM, INC.",ticker_fallback
6543,50533610,LZB,57131.0,LA-Z-BOY INC,ticker_fallback
111581,29089V20,LZR,1021097.0,EMERGENT GROUP INC/NY,cusip_link
4611,55616P10,M,794367.0,MACY'S INC,cusip_link
160225,57636Q10,MA,1141391.0,MASTERCARD INC,cusip_link
29170,55433520,MACE,,,not_found
187631,59032820,MACK,,,not_found
12581,55942440,MAG,,,not_found
41132,55264110,MAIA,1878313.0,"MAIA Biotechnology, Inc.",ticker_fallback
179380,56087910,MAKO,1784930.0,Mako Mining Corp.,ticker_fallback
31674,69323K10,MALL,937941.0,PC MALL INC,cusip_link
6963,56037710,MAM,,,not_found
45070,57628N10,MAMO,1952853.0,Massimo Group,cusip_link
165911,55277Q20,MAMS,832488.0,MAM SOFTWARE GROUP INC,cusip_link
14370,56418H10,MAN,62072.0,MANPOWER INC,cusip_link
109826,56275010,MANH,1056696.0,MANHATTAN ASSOCIATES INC,ticker_fallback
146171,56456310,MANT,,,not_found
178531,56509R10,MAPP,1297401.0,DREAMWORKS ANIMATION SKG INC,cusip_link
39025,92971A10,MAPS,1779474.0,WM TECHNOLOGY INC,cusip_link
28930,57190320,MAR,1048286.0,MARRIOTT INTERNATIONAL INC /MD/,ticker_fallback
4384,56578810,MARA,1507605.0,"MARA Holdings, Inc.",ticker_fallback
7085,57459910,MAS,62996.0,MASCO CORP /DE/,ticker_fallback
177881,57479510,MASI,937556.0,MASIMO CORP,ticker_fallback
37480,65443P10,MASS,1555279.0,908 Devices Inc,cusip_link
7116,57708110,MAT,63276.0,MATTEL INC /DE/,ticker_fallback
29278,57290110,MATK,,,not_found
30477,57712810,MATW,63296.0,MATTHEWS INTERNATIONAL CORP,ticker_fallback
37148,58450V10,MAX,1818383.0,MediaAlpha Inc,cusip_link
137609,57778K10,MAXR,1121142.0,Maxar Technologies Inc,cusip_link
127481,57777610,MAXY,,,not_found
23935,60255W10,MB,1458962.0,MINDBODY Inc,cusip_link
41835,57638P10,MBC,1941365.0,MasterBrand Inc,cusip_link
18270,57165B10,MBII,1441693.0,MARRONE BIO INNOVATIONS INC,cusip_link
175490,98585K85,MBLX,,,not_found
41640,60741F10,MBLY,1910139.0,Mobileye Global Inc,cusip_link
108740,62544X20,MBND,732412.0,MULTIBAND CORP,cusip_link
29293,59503A20,MBOT,883975.0,Microbot Medical Inc,cusip_link
155614,59608710,MBRK,,,not_found
19391,56117J10,MBUU,1590976.0,Malibu Boats Inc,cusip_link
50526,55287L10,MBX,1776111.0,MBX Biosciences Inc,cusip_link
129442,58446K10,MCCC,1098659.0,MEDIACOM COMMUNICATIONS CORP,cusip_link
7154,58013510,MCD,63908.0,MCDONALDS CORP,ticker_fallback
187810,59560V20,MCEP,,,not_found
22053,21075N20,MCF,1071993.0,CONTANGO OIL & GAS CO,cusip_link
37180,57906310,MCFE,,,not_found
24911,57637H10,MCFT,1638290.0,"MasterCraft Boat Holdings, Inc.",ticker_fallback
39068,58600110,MCG,,,not_found
27965,59501710,MCHP,827054.0,MICROCHIP TECHNOLOGY INC,ticker_fallback
157755,56624R10,MCHX,1224133.0,MARCHEX INC,cusip_link
7171,58155Q10,MCK,927653.0,MCKESSON CORP,cusip_link
139665,61536910,MCO,1059556.0,MOODYS CORP /DE/,ticker_fallback
7509,60875310,MCP,,,not_found
28704,60902710,MCRI,907242.0,MONARCH CASINO & RESORT INC,ticker_fallback
31147,59479310,MCRL,,,not_found
23569,59870L10,MCRN,1637913.0,Milacron Holdings Corp,cusip_link
7331,59490110,MCRS,,,not_found
7022,56633010,MCS,62234.0,MARCUS CORP,ticker_fallback
38936,60646V10,MCW,1853513.0,Mister Car Wash Inc,cusip_link
61325,58502B10,MD,893949.0,MEDNAX INC,cusip_link
349337,84757T10,MDAI,1833498.0,Spectral AI Inc,cusip_link
179027,58404510,MDAS,,,not_found
32526,60937P10,MDB,1441816.0,MongoDB Inc,cusip_link
6865,55267610,MDC,,,not_found
7205,58449L10,MDCI,748270.0,MEDICAL ACTION INDUSTRIES INC,cusip_link
138608,58468810,MDCO,,,not_found
64404,59214210,MDF,,,not_found
27716,55886810,MDGL,1157601.0,"MADRIGAL PHARMACEUTICALS, INC.",ticker_fallback
293754,00835P10,MDGN,1138776.0,Aevi Genomic Medicine LLC,cusip_link
35583,58450D10,MDIA,1784254.0,Mediaco Holding Inc,cusip_link
35374,58402110,MDLA,,,not_found
179648,58449C10,MDMD,1275791.0,MEDIAMIND TECHNOLOGIES INC,cusip_link
7260,58943310,MDP,,,not_found
181104,01988P10,MDRX,1124804.0,ALLSCRIPTS-MISYS HEALTHCARE SOLUTIONS INC,cusip_link
66438,59562610,MDS,,,not_found
182308,58471A10,MDSO,1453814.0,MEDIDATA SOLUTIONS INC,cusip_link
143605,58404W10,MDTH,1139463.0,MEDCATH CORP,cusip_link
6867,55269010,MDU,67716.0,MDU RESOURCES GROUP INC,ticker_fallback
37396,58406B20,MDVL,,,not_found
164266,58501N10,MDVN,1011835.0,MEDIVATION INC,cusip_link
22484,58504H10,MDVX,1591165.0,Medovex Corp,cusip_link
178157,60249610,MDXG,1376339.0,"MIMEDX GROUP, INC.",ticker_fallback
148281,56845T30,ME,1022345.0,MARINER ENERGY INC,cusip_link
160474,59117610,MEA,,,not_found
64595,58306220,MEAD,,,not_found
12236,58342110,MEAS,,,not_found
35099,57860510,MEC,1766368.0,"Mayville Engineering Company, Inc.",ticker_fallback
29517,58470H10,MED,910329.0,MEDIFAST INC,cusip_link
285536,60689B10,MEDH,1441567.0,MMODAL INC,cusip_link
19998,58506Q10,MEDP,1668397.0,Medpace Holdings Inc,cusip_link
25216,58494910,MEDQ,,,not_found
179507,80880X10,MEDS,,,not_found
24378,58494610,MEDW,,,not_found
141400,57620610,MEE,,,not_found
30950,58441K10,MEG,216539.0,MEDIA GENERAL INC,cusip_link
36718,61511110,MEG,,,not_found
7291,59152020,MEI,65270.0,METHODE ELECTRONICS INC,ticker_fallback
12005,59151710,MEIL,,,not_found
164293,86272A30,MELA,,,not_found
178081,58733R10,MELI,1099590.0,MERCADOLIBRE INC,cusip_link
179082,58626410,MEMS,,,not_found
163102,59518V10,MEND,1028318.0,MICRUS ENDOVASCULAR CORP,cusip_link
7251,58720010,MENT,,,not_found
19104,59564N10,MEP,1578685.0,MIDCOAST ENERGY PARTNERS LP,cusip_link
14563,58805610,MERC,1333274.0,MERCER INTERNATIONAL INC.,ticker_fallback
184057,59047Q10,MERU,1167294.0,MERU NETWORKS INC,cusip_link
29670,75134P60,METC,1687187.0,"Ramaco Resources, Inc.",ticker_fallback
163879,56030510,MFB,,,not_found
25783,57906410,MFE,,,not_found
160216,62541B10,MFLX,830916.0,MULTI FINELINE ELECTRONIX INC,cusip_link
19431,71416710,MFRI,,,not_found
161036,57722W10,MFRM,1419852.0,MATTRESS FIRM HOLDING CORP,cusip_link
26495,94909010,MFS,,,not_found
60887,55254110,MFW,,,not_found
180229,60649T10,MG,1436126.0,MISTRAS GROUP INC,cusip_link
40494,60737110,MGAM,1886362.0,"Mobile Global Esports, Inc.",ticker_fallback
62107,62545310,MGAM,1886362.0,"Mobile Global Esports, Inc.",ticker_fallback
6932,55277P10,MGEE,1161728.0,MGE ENERGY INC,cusip_link
30311,92790C10,MGEN,1590750.0,Viridian Therapeutics Inc\DE,cusip_link
2940,55907920,MGLN,,,not_found
14418,55295310,MGM,789570.0,MGM Resorts International,ticker_fallback
22650,60343210,MGN,1995075.0,Megan Holdings Ltd.,ticker_fallback
18658,55609910,MGNX,1125345.0,MACROGENICS INC,ticker_fallback
14891,55303J10,MGPI,835011.0,MGP INGREDIENTS INC,cusip_link
7161,58058910,MGRC,752714.0,MCGRATH RENTCORP,ticker_fallback
42945,60978610,MGRM,,,not_found
42220,56270V20,MGRX,1938046.0,"MANGOCEUTICALS, INC.",ticker_fallback
63337,55302P20,MGT,1001601.0,MGT CAPITAL INVESTMENTS INC,cusip_link
33500,25282810,MGTA,,,not_found
43792,59102M10,MGX,1785279.0,Metagenomi Inc,cusip_link
165924,61748W10,MHGC,1342126.0,MORGANS HOTEL GROUP CO,cusip_link
180822,57633B10,MHH,1437226.0,Mastech Holdings Inc,cusip_link
25119,60819010,MHK,851968.0,MOHAWK INDUSTRIES INC,ticker_fallback
12615,55305B10,MHO,799292.0,M I SCHOTTENSTEIN HOMES INC,cusip_link
7163,78409V10,MHP,64040.0,S&P Global Inc,cusip_link
7186,58405U10,MHS,1170650.0,MEDCO HEALTH SOLUTIONS INC,cusip_link
161120,55608B10,MIC,1289790.0,MACQUARIE INFRASTRUCTURE CO LLC,cusip_link
160555,55328R10,MICT,,,not_found
13570,59627810,MIDD,769520.0,MIDDLEBY Corp,ticker_fallback
7316,59408Q10,MIK,1593936.0,Michaels Companies Inc,cusip_link
7409,60107310,MIL,,,not_found
66228,60052710,MILL,,,not_found
137861,00951K10,MIMO,1823882.0,Airspan Networks Holdings Inc,cusip_link
31214,60256630,MIND,926423.0,"MIND TECHNOLOGY, INC",ticker_fallback
29734,60740F10,MINI,911109.0,MOBILE MINI INC,cusip_link
183666,60365W20,MINM,,,not_found
166200,60852M10,MIPI,1340752.0,MOLECULAR INSIGHT PHARMACEUTICALS INC,cusip_link
39935,60471A10,MIR,1809987.0,Mirion Technologies Inc,cusip_link
43186,60458C10,MIRA,1904286.0,MIRA PHARMACEUTICALS INC,cusip_link
35375,60474910,MIRM,1759425.0,"Mirum Pharmaceuticals, Inc.",ticker_fallback
38917,60471P10,MIRO,1527096.0,Miromatrix Medical Inc,cusip_link
174160,59509C10,MITI,1131907.0,MICROMET INC,cusip_link
36235,62464R10,MITQ,1770236.0,MOVING iMAGE TECHNOLOGIES INC,cusip_link
24937,56068V10,MJCO,1626853.0,Majesco,cusip_link
180833,58283910,MJN,,,not_found
7146,57978020,MKC,63754.0,MCCORMICK & CO INC,ticker_fallback
39250,57064N20,MKFG,,,not_found
119275,55306N10,MKSI,1049502.0,MKS INSTRUMENTS INC,cusip_link
186451,76124810,MKTG,,,not_found
17693,57063L10,MKTO,1490660.0,MARKETO INC,cusip_link
7275,59064R10,MLAB,724004.0,MESA LABORATORIES INC /CO,cusip_link
7401,60054410,MLHR,,,not_found
15343,62475610,MLI,89439.0,MUELLER INDUSTRIES INC,ticker_fallback
29733,57328410,MLM,916076.0,MARTIN MARIETTA MATERIALS INC,ticker_fallback
38748,58985J10,MLNK,1834494.0,MeridianLink Inc,cusip_link
29621,85809820,MLNK,,,not_found
196856,58549G20,MLNT,1461993.0,MELINTA THERAPEUTICS INC /NEW/,cusip_link
30558,60055120,MLR,924822.0,MILLER INDUSTRIES INC /TN/,ticker_fallback
41916,60317010,MLYS,1933414.0,"Mineralys Therapeutics, Inc.",ticker_fallback
170458,60040N10,MM,1372375.0,Millennial Media Inc,cusip_link
39108,59134N30,MMAT,,,not_found
186106,62009710,MMI,1578732.0,"Marcus & Millichap, Inc.",ticker_fallback
150201,57333110,MMLP,1176334.0,MARTIN MIDSTREAM PARTNERS L.P.,ticker_fallback
7435,88579Y10,MMM,66740.0,3M CO,cusip_link
17494,56146T10,MMMB,1520358.0,Mama's Creations Inc,cusip_link
142230,55908010,MMP,,,not_found
30234,58241110,MMR,,,not_found
64901,57793310,MMS,1032220.0,"MAXIMUS, INC.",ticker_fallback
21777,58988910,MMSI,856982.0,MERIT MEDICAL SYSTEMS INC,ticker_fallback
60942,56086P20,MMUS,920707.0,MAKEMUSIC INC,cusip_link
180937,87621420,MNGA,,,not_found
14163,57948930,MNI,,,not_found
160340,56400P70,MNKD,899460.0,MANNKIND CORP,cusip_link
21522,92941V30,MNLO,1566044.0,VYNE Therapeutics Inc,cusip_link
162892,58468P20,MNOV,1226616.0,MEDICINOVA INC,cusip_link
35664,61023L20,MNPR,1645469.0,Monopar Therapeutics,cusip_link
43507,55445L10,MNR,1980088.0,MACH NATURAL RESOURCES LP,cusip_link
35004,10918L10,MNRL,1745797.0,Brigham Minerals Inc,cusip_link
24350,61023610,MNRO,876427.0,"MONRO, INC.",ticker_fallback
264414,60877T10,MNTA,1235010.0,MOMENTA PHARMACEUTICALS INC,cusip_link
25079,55376910,MNTG,,,not_found
37672,61218C10,MNTK,1826600.0,Montauk Renewables Inc,cusip_link
161843,56342010,MNTX,,,not_found
8543,02209S10,MO,764180.0,ALTRIA GROUP INC,cusip_link
20330,60739U20,MOBL,1470099.0,MOBILEIRON INC,cusip_link
163850,60743F60,MOBQ,1084267.0,"Mobiquity Technologies, Inc.",ticker_fallback
39121,60743G10,MOBX,1855467.0,MOBIX LABS INC,cusip_link
22797,20050L10,MOC,864509.0,COMMAND SECURITY CORP,cusip_link
7481,60749410,MOCO,,,not_found
7486,60782810,MOD,67347.0,MODINE MANUFACTURING CO,ticker_fallback
165750,60785L20,MODD,1074871.0,Modular Medical Inc,cusip_link
17553,60752510,MODN,,,not_found
7549,61539420,MOG,,,not_found
7506,60855410,MOLX,,,not_found
140760,61166W10,MON,1110783.0,MONSANTO CO /NEW/,cusip_link
37785,46571210,MOND,,,not_found
35280,61775R10,MORF,1679363.0,Morphic Holding Inc,cusip_link
162129,61945C10,MOS,1285785.0,MOSAIC CO,cusip_link
7585,62007630,MOT,2099681.0,MetaOptics Ltd,ticker_fallback
31348,62014P50,MOTS,1686850.0,Motus GI Holdings Inc,cusip_link
7951,62458010,MOV,72573.0,MOVADO GROUP INC,ticker_fallback
122674,62458M20,MOVE,1085770.0,MOVE INC,cusip_link
37407,55336810,MP,1801368.0,MP Materials Corp. / DE,ticker_fallback
29930,62007110,MPAA,918251.0,MOTORCAR PARTS OF AMERICA INC,ticker_fallback
152809,60749510,MPAC,,,not_found
186989,56585A10,MPC,1510295.0,MARATHON PETROLEUM CORP,cusip_link
21845,59116R10,MPG,1616817.0,Metaldyne Performance Group Inc,cusip_link
37188,62548M20,MPLN,,,not_found
12294,55336V10,MPLX,1552000.0,MPLX LP,cusip_link
194755,03212B10,MPO,1533924.0,Amplify Energy Corp,cusip_link
7281,59087630,MPR,,,not_found
41420,55380K10,MPTI,1902314.0,M-tron Industries Inc,cusip_link
160888,60983910,MPWR,1280452.0,MONOLITHIC POWER SYSTEMS INC,ticker_fallback
142546,56842710,MPX,,,not_found
38832,57142B10,MQ,1522540.0,Marqeta Inc,cusip_link
28087,30041T10,MRAM,1438423.0,EVERSPIN TECHNOLOGIES INC.,ticker_fallback
180016,55345K10,MRC,,,not_found
66393,58937810,MRCY,1049521.0,MERCURY SYSTEMS INC,ticker_fallback
20168,58605Q10,MRD,1599222.0,Memorial Resource Development Corp,cusip_link
66630,58949910,MRGE,,,not_found
184077,18507C10,MRIC,1285550.0,ClearPoint Neuro Inc,cusip_link
17376,56804T30,MRIN,,,not_found
7257,58933Y10,MRK,310158.0,Merck & Co Inc,cusip_link
34410,60770K10,MRNA,1682852.0,Moderna Inc,cusip_link
20567,56854Q20,MRNS,1267813.0,MARINUS PHARMACEUTICALS INC,cusip_link
7017,56584910,MRO,,,not_found
25334,61943010,MRT,1852767.0,"Marti Technologies, Inc.",ticker_fallback
12625,57307510,MRTN,799167.0,MARTEN TRANSPORT LTD,ticker_fallback
160770,60468T10,MRTX,1576263.0,MIRATI THERAPEUTICS INC,cusip_link
37354,56600D10,MRVI,1823239.0,MARAVAI LIFESCIENCES HOLDINGS INC,cusip_link
137310,57387410,MRVL,1835632.0,"Marvell Technology, Inc.",ticker_fallback
21186,58469030,MRX,1997464.0,Marex Group plc,ticker_fallback
7420,55349810,MSA,66570.0,MSA Safety Inc,ticker_fallback
39789,45694810,MSAI,1863990.0,"MultiSensor AI Holdings, Inc.",ticker_fallback
7346,59513710,MSCC,,,not_found
7368,59668010,MSEX,66004.0,MIDDLESEX WATER CO,ticker_fallback
12141,59491810,MSFT,789019.0,MICROSOFT CORP,ticker_fallback
184157,55357310,MSG,,,not_found
24481,55825T10,MSG,1636519.0,Madison Square Garden Co,cusip_link
32918,55825610,MSGE,1952073.0,Madison Square Garden Entertainment Corp.,ticker_fallback
36309,55826T10,MSGE,1795250.0,Sphere Entertainment Co,cusip_link
37674,62011B20,MSGM,1821175.0,Motorsport Games Inc.,ticker_fallback
157865,55279B30,MSHL,1262104.0,MEI Pharma Inc,cusip_link
61732,55353010,MSM,1003078.0,MSC INDUSTRIAL DIRECT CO INC,ticker_fallback
4322,29108720,MSN,32621.0,EMERSON RADIO CORP,ticker_fallback
